"transcription","cost_threshold","train","validate","recall","precision"
"b-l-a-n-k-e-t-s-s_pt",10.178712560439674,1,0,1.0,1.0
"o-c-t-o-s_pt",1,1,0,1.0,1.0
"s_3-s_0th-s_pt",1,1,0,1.0,1.0
"d-a-v-i-d",8.084525556122268,1,0,1.0,1.0
"s_3-s_0-s_0-s_pt",0,0,1,0,0
"d-e-c-e-m-b-e-r",0,0,6,0,0
"o-f-f-e-r-s-s_pt",0,0,1,0,0
"e-x-s_mi",0,0,3,0,0
"p-a-y-m-e-n-t-s-s_qo",0,0,1,0,0
"s-e-e-s_mi",0,0,1,0,0
"d-i-s-a-g-r-e-e-m-e-n-t",0,0,1,0,0
"r-e-t-u-r-n-s-s_cm",0,0,1,0,0
"p-a-y-s_mi-r-o-l-l-s-s_sq",0,0,1,0,0
"s-t-r-i-c-t",0,0,1,0,0
"e-x-a-m-i-n-a-t-i-o-n",0,0,1,0,0
"h-e-r-e-a-f-s_mi",0,0,1,0,0
"t-e-r-s_pt",0,0,1,0,0
"a-l-e-x-a-n-d-r-i-a-s_qo",0,0,2,0,0
"s_3-s_cm",0,0,1,0,0
"s_5th-s_pt",0,0,3,0,0
"h-o-n-o-u-r-a-b-l-e",0,0,1,0,0
"d-i-n-w-i-d-d-i-e-s_cm",0,0,1,0,0
"e-s-q-u-i-r-e-s_sq",0,0,1,0,0
"g-o-v-e-r-n-o-r-s_pt",0,0,1,0,0
"b-e-a-r-e-r-s_cm",0,0,2,0,0
"c-a-p-s_mi",0,0,1,0,0
"t-a-i-n",0,0,1,0,0
"s_bl-w-h-o",0,0,1,0,0
"a-c-c-o-m-p-t-s",0,0,1,0,0
"s-e-t-t-l-e",0,0,2,0,0
"c-o-m-m-i-t-t-e-e",0,0,1,0,0
"t-r-e-a-s-u-s_mi",0,0,1,0,0
"r-e-r",0,0,1,0,0
"b-a-l-a-n-c-e",0,0,2,0,0
"p-o-u-n-d-s-s_sq",0,0,1,0,0
"a-q-u-a-i-n-t",0,0,1,0,0
"h-o-n-o-u-r-s_cm",0,0,1,0,0
"m-e-e-t-i-n-g",0,0,2,0,0
"f-r-e-d-e-r-i-c-k-s-s_mi",0,0,2,0,0
"b-u-r-g-h-s_cm",0,0,2,0,0
"r-e-t-u-r-n-e-d",0,0,1,0,0
"w-i-l-l-i-a-m-s-b-u-r-g-h-s_cm",0,0,1,0,0
"i-n-f-o-r-m-i-n-g",0,0,2,0,0
"p-e-a-c-e-a-b-l-e",0,0,1,0,0
"a-b-o-v-e-s_cm",0,0,2,0,0
"n-o-t-h-i-n-g",0,0,3,0,0
"i-m-m-e-s_mi",0,0,1,0,0
"d-i-a-t-e-l-y",0,0,1,0,0
"g-o-t",0,0,2,0,0
"c-o-u-l-d",0,0,2,0,0
"p-l-a-c-e-s_cm",0,0,2,0,0
"h-a-s-t-e-n-e-d",0,0,1,0,0
"m-o-r-e-s_sq",0,0,1,0,0
"w-e-r-e",0,0,4,0,0
"e-x-p-e-c-t-e-d",0,0,2,0,0
"i-n-s_sq",0,0,1,0,0
"a-r-s_mi",0,0,1,0,0
"r-i-v-a-l",0,0,1,0,0
"v-e-s_s-s-e-l",0,0,3,0,0
"j-a-m-e-s",0,0,1,0,0
"r-i-v-e-r-s_cm",0,0,1,0,0
"f-o-r-w-a-r-d",0,0,1,0,0
"g-r-e-a-t-e-r",0,0,1,0,0
"d-i-s-p-a-t-c-h-s_pt",0,0,2,0,0
"a-r-r-i-v-e-d-s_pt",0,0,1,0,0
"i-m-p-a-t-i-e-n-t-l-y",0,0,1,0,0
"r-e-s-u-l-t",0,0,1,0,0
"h-o-n-o-u-r-s",0,0,1,0,0
"l-e-t-t-e-r",0,0,1,0,0
"g-e-n-e-r-a-l",0,0,3,0,0
"s-h-i-r-l-e-y-s_sq",0,0,1,0,0
"l-a-y-s",0,0,1,0,0
"p-r-o-v-e",0,0,1,0,0
"o-m-i-n-o-u-s-s_pt",0,0,2,0,0
"c-a-s-e-s_cm",0,0,2,0,0
"a-c-t-s_sq",0,0,2,0,0
"n-e-v-e-r",0,0,2,0,0
"s-u-b-m-i-t",0,0,1,0,0
"d-a-g-s_mi",0,0,1,0,0
"m-o-r-t-h-y-s_cm",0,0,1,0,0
"s-i-n-c-e",0,0,1,0,0
"h-o-n-o-u-r-e-d",0,0,1,0,0
"r-e-g-i-m-e-n-t-s_cm",0,0,1,0,0
"s-u-s-t-a-i-n-e-d",0,0,1,0,0
"i-n-c-o-n-c-e-i-v-a-b-l-e",0,0,1,0,0
"l-o-s_s-s-e-s",0,0,1,0,0
"d-e-l-a-y-i-n-g",0,0,2,0,0
"c-o-m-m-i-s_s-s-a-r-i-e-s",0,0,1,0,0
"w-i-l-l-i-a-m-s-b-u-r-g-h-s_qo",0,0,1,0,0
"c-a-r-o-l-i-n-a",0,0,1,0,0
"b-e-e-v-e-s",0,0,1,0,0
"d-e-a-d-s_cm",0,0,1,0,0
"t-h-r-o-u-g-h",0,0,2,0,0
"a-b-s_mi",0,0,1,0,0
"s-o-l-u-t-e",0,0,1,0,0
"p-o-v-e-r-t-y-s_sq",0,0,1,0,0
"c-h-i-e-f",0,0,1,0,0
"p-a-r-t",0,0,2,0,0
"t-o-o",0,0,1,0,0
"p-o-o-r",0,0,1,0,0
"s-l-a-u-g-h-t-e-r-s_pt",0,0,1,0,0
"l-o-s_s-s",0,0,1,0,0
"a-c-t-s_cm",0,0,1,0,0
"w-a-n-t",0,0,4,0,0
"m-u-t-i-n-y",0,0,1,0,0
"b-i-l-l-s_sq",0,0,1,0,0
"o-b-l-i-g-e-d",0,0,1,0,0
"h-o-n-o-u-r",0,0,4,0,0
"p-r-i-n-t-e-d-s_cm",0,0,1,0,0
"b-e-a-r-e-r-s_pt",0,0,1,0,0
"c-l-a-u-s-e",0,0,1,0,0
"b-i-l-l-s_cm",0,0,1,0,0
"k-i-n-d",0,0,3,0,0
"e-n-o-u-g-h",0,0,3,0,0
"o-b-v-i-a-t-e-s_cm",0,0,1,0,0
"p-r-e-v-e-n-t",0,0,1,0,0
"e-n-t-i-r-e-l-y",0,0,1,0,0
"i-n-t-e-n-s_mi",0,0,1,0,0
"i-t-s_qo",0,0,2,0,0
"i-s_pt-e-s_pt",0,0,1,0,0
"e-x-e-c-u-t-i-o-n",0,0,1,0,0
"s-e-n-s_mi",0,0,1,0,0
"t-e-n-c-e-s-s_cm",0,0,1,0,0
"q-u-a-i-n-t-e-d",0,0,1,0,0
"p-r-o-c-e-e-d-i-n-g-s",0,0,1,0,0
"c-o-u-r-t-s_pt",0,0,1,0,0
"t-h-i-s-s_cm",0,0,1,0,0
"t-i-m-e-s",0,0,2,0,0
"g-r-e-a-t-s_mi",0,0,1,0,0
"e-s-t",0,0,1,0,0
"o-c-c-a-s-i-o-n",0,0,2,0,0
"e-x-p-a-m-p-l-e-s-s_cm",0,0,1,0,0
"m-o-r-a-l-l-y",0,0,1,0,0
"p-o-s_s-s-i-b-l-e",0,0,1,0,0
"s_bl-i",0,0,1,0,0
"m-e-a-n",0,0,1,0,0
"o-u-r",0,0,8,0,0
"p-e-r-h-a-p-s",0,0,1,0,0
"n-e-a-r",0,0,1,0,0
"o-h-i-o-s_br",0,0,1,0,0
"s-t-r-o-n-g",0,0,1,0,0
"p-a-r-s_mi",0,0,1,0,0
"t-i-e-s",0,0,1,0,0
"s-a-f-e-t-y-s_qo",0,0,1,0,0
"a-t-t-e-n-d-e-d",0,0,1,0,0
"g-r-e-a-t",0,0,3,0,0
"e-x-p-e-n-c-e-s_cm",0,0,1,0,0
"t-r-o-u-b-l-e",0,0,1,0,0
"i-n-c-o-n-v-e-s_mi",0,0,1,0,0
"n-i-e-n-c-y-s_pt",0,0,1,0,0
"r-e-p-r-e-s-e-n-t-e-d",0,0,1,0,0
"c-o-r-b-i-n",0,0,1,0,0
"g-e-n-t-l-e-m-e-n",0,0,1,0,0
"c-o-u-n-c-i-l-s_cm",0,0,1,0,0
"d-o-w-n-s_sq",0,0,1,0,0
"o-b-j-e-c-t-i-o-n",0,0,1,0,0
"b-i-l-l",0,0,1,0,0
"w-o-u-l-d",0,0,11,0,0
"r-e-m-o-v-e-d-s_cm",0,0,1,0,0
"h-o-n-s_mi",0,0,1,0,0
"o-u-r-s",0,0,1,0,0
"g-i-v-i-n-g",0,0,1,0,0
"b-l-a-n-k",0,0,1,0,0
"w-a-r-r-a-n-t-s-s_cm",0,0,1,0,0
"f-i-l-l-e-d",0,0,1,0,0
"r-e-q-u-i-r-e-s_pt",0,0,1,0,0
"e-f-f-e-c-s_mi",0,0,1,0,0
"t-u-a-l-l-y",0,0,1,0,0
"r-e-m-e-d-y",0,0,1,0,0
"e-v-i-l-s-s_cm",0,0,1,0,0
"p-u-t",0,0,1,0,0
"p-r-o-p-e-r",0,0,3,0,0
"c-h-a-n-n-e-l-s_pt",0,0,1,0,0
"s-u-f-f-e-r",0,0,2,0,0
"k-e-t-s_mi",0,0,1,0,0
"s_3-s_0-s_2-s_pt",0,0,1,0,0
"k-e-t-t-l-e-s-s_qo",0,0,1,0,0
"b-e-l-o-w",0,0,1,0,0
"t-i-n-s_cm",0,0,1,0,0
"s-m-a-l-l",0,0,1,0,0
"d-u-r-a-t-i-o-n-s_pt",0,0,1,0,0
"t-i-m-e-s_cm",0,0,1,0,0
"c-l-o-t-h-i-n-g-s_sq",0,0,1,0,0
"p-a-r-t-s-s_qo",0,0,1,0,0
"c-a-r-l-y-l-e",0,0,1,0,0
"d-a-l-t-o-n",0,0,1,0,0
"f-u-r-n-i-s-h-s_cm",0,0,1,0,0
"d-i-s-a-p-p-o-i-n-t-e-d",0,0,1,0,0
"o-f-f-s_pt",0,0,1,0,0
"s-h-o-e-s",0,0,1,0,0
"s-t-o-c-k-i-n-g-s",0,0,1,0,0
"g-e-t",0,0,2,0,0
"w-a-n-t-e-d-s_cm",0,0,1,0,0
"e-l-s-e-s_pt",0,0,1,0,0
"g-l-a-d",0,0,3,0,0
"h-o-n-o-r",0,0,4,0,0
"d-o-n-e",0,0,1,0,0
"c-a-s_mi",0,0,1,0,0
"s-e-s-s_sq",0,0,1,0,0
"t-r-e-a-s-u-r-e-r",0,0,1,0,0
"g-o-l-d",0,0,1,0,0
"s-i-l-v-e-r-s_qo",0,0,1,0,0
"d-o-n-e-s_cm",0,0,1,0,0
"m-i-g-h-t",0,0,3,0,0
"p-e-n-n-s-y-l-v-a-n-i-a-s_cm",0,0,1,0,0
"h-e-r-e-s_pt",0,0,1,0,0
"i-m-p-o-s_s-s-i-b-l-e-s_sq",0,0,1,0,0
"p-a-p-e-r",0,0,2,0,0
"p-a-s_s-s-i-n-g",0,0,1,0,0
"t-h-e-r-e-s_pt",0,0,2,0,0
"s-e-r-v-i-c-e",0,0,2,0,0
"g-o-e-s",0,0,1,0,0
"t-r-e-m-e-l-y",0,0,1,0,0
"s-l-o-w-s_pt",0,0,1,0,0
"y-e-s-t-e-r-d-a-y",0,0,1,0,0
"r-e-n-d-e-z-v-o-u-s-i-n-g",0,0,1,0,0
"o-n-l-y-s_pt",0,0,1,0,0
"a-p-p-r-o-s_mi",0,0,1,0,0
"v-e-d",0,0,1,0,0
"i-t-s_sq",0,0,1,0,0
"p-e-n-n-s-y-l-v-a-n-i-a",0,0,1,0,0
"b-o-r-d-e-r-s",0,0,1,0,0
"c-a-r-o-l-i-n-a-s_qo",0,0,1,0,0
"c-o-n-f-i-d-e-n-t-s_cm",0,0,1,0,0
"d-i-r-e-c-t-i-s_mi",0,0,1,0,0
"o-n-s",0,0,1,0,0
"k-n-o-w-s_cm",0,0,1,0,0
"w-h-e-t-h-e-r",0,0,1,0,0
"l-a-i-d",0,0,1,0,0
"s-e-r-v-e",0,0,1,0,0
"a-c-c-o-r-d-i-n-g-l-y-s_pt",0,0,1,0,0
"c-o-n-c-e-i-v-e-s_cm",0,0,1,0,0
"d-a-n-g-e-r",0,0,1,0,0
"a-p-p-r-e-h-e-n-d-e-d",0,0,1,0,0
"w-i-n-t-e-r-s_sq",0,0,1,0,0
"s-e-n-s-i-b-l-e-s_cm",0,0,1,0,0
"c-o-n-s-t-a-n-t",0,0,1,0,0
"a-t-t-e-n-d-a-n-c-e",0,0,1,0,0
"i-n-s-t-r-u-c-t-i-o-n-s",0,0,1,0,0
"s-e-r-v-i-c-e-a-b-l-e",0,0,1,0,0
"r-i-d-i-n-g",0,0,1,0,0
"m-a-k-i-n-g",0,0,1,0,0
"d-i-s-p-o-s-i-t-i-o-n-s-s_cm",0,0,1,0,0
"s-e-e-i-n-g",0,0,1,0,0
"n-e-c-e-s_s-s_mi",0,0,1,0,0
"s-a-r-i-e-s",0,0,1,0,0
"f-o-r-w-a-r-d-e-d",0,0,1,0,0
"t-h-e-r-e-s_mi",0,0,1,0,0
"f-o-r-e",0,0,1,0,0
"a-d-v-i-s-a-b-l-e",0,0,1,0,0
"i-n-f-o-r-m",0,0,1,0,0
"i-t-s_cm",0,0,1,0,0
"h-o-p-i-n-g",0,0,1,0,0
"c-o-r-r-e-s-p-o-n-d",0,0,1,0,0
"o-p-i-n-i-o-n-s_pt",0,0,1,0,0
"f-o-r-g-o-t",0,0,1,0,0
"m-e-n-t-i-o-n",0,0,1,0,0
"d-o-w-n-s_cm",0,0,1,0,0
"l-i-v-i-n-g-s_mi",0,0,1,0,0
"s-t-o-n-s_cm",0,0,1,0,0
"m-a-j-o-r-s_cm",0,0,1,0,0
"a-d-j-u-t-a-n-t",0,0,1,0,0
"r-e-g-i-m-e-n-t-s_qo",0,0,2,0,0
"k-n-e-w",0,0,1,0,0
"e-l-s-e",0,0,1,0,0
"w-h-o-s-e",0,0,1,0,0
"l-o-n-g",0,0,1,0,0
"s-e-r-v-i-t-u-d-e",0,0,1,0,0
"w-a-y-s_cm",0,0,1,0,0
"q-u-a-l-i-f-i-e-d",0,0,1,0,0
"o-f-f-i-c-e-s_cm",0,0,1,0,0
"s_1-s_7th-s_pt",0,0,1,0,0
"s-e-p-t-e-m-b-e-r-s_pt",0,0,1,0,0
"m-e-r-c-e-r-s_qt-s",0,0,1,0,0
"c-a-m-p-s_cm",0,0,1,0,0
"s-e-e-m-s",0,0,1,0,0
"d-o-u-b-t-f-u-l-s_sq",0,0,1,0,0
"f-i-x",0,0,1,0,0
"s-t-e-w-a-r-t-s-s_qo",0,0,1,0,0
"s-t-e-w-s_mi",0,0,1,0,0
"a-r-t-s",0,0,1,0,0
"e-n-c-r-e-a-s-e-d-s_cm",0,0,1,0,0
"s-u-p-p-o-s-e",0,0,1,0,0
"b-e-l-o-n-g-i-n-g",0,0,1,0,0
"l-i-g-h-t",0,0,1,0,0
"h-o-r-s-e",0,0,1,0,0
"t-h-e-i-r-s",0,0,1,0,0
"a-u-g-m-e-n-s_mi",0,0,1,0,0
"t-e-d",0,0,1,0,0
"a-l-s-o-s_pt",0,0,1,0,0
"s-t-e-p-h-e-n-s-s_cm",0,0,1,0,0
"l-e-t-t-e-r-s_cm",0,0,1,0,0
"d-i-s-s_mi",0,0,1,0,0
"c-o-v-e-r-e-d",0,0,1,0,0
"i-n-c-l-i-n-a-t-i-o-n",0,0,1,0,0
"c-r-e-e-k",0,0,1,0,0
"c-h-e-s_mi",0,0,1,0,0
"r-o-k-e-e",0,0,1,0,0
"i-n-d-i-a-n-s",0,0,1,0,0
"w-i-n-t-e-r-s_pt",0,0,1,0,0
"t-o-l-d",0,0,1,0,0
"a-p-s_mi",0,0,1,0,0
"p-l-y-s_cm",0,0,1,0,0
"t-h-o-u-g-h-t-s-s_pt",0,0,1,0,0
"b-e-l-i-e-v-e-s_cm",0,0,1,0,0
"u-s-e-f-u-l",0,0,1,0,0
"b-u-s-i-n-e-s_s-s-s_cm",0,0,1,0,0
"s-p-a-r-e-d",0,0,1,0,0
"s-p-r-i-n-g-s_pt",0,0,1,0,0
"d-e-r",0,0,1,0,0
"a-s_s-s-e-m-b-l-y",0,0,1,0,0
"a-p-p-r-e-h-e-n-d-i-n-g",0,0,1,0,0
"d-e-s-e-r-s_mi",0,0,1,0,0
"t-e-r-s-s_cm",0,0,1,0,0
"a-g-a-i-n-s-t",0,0,1,0,0
"h-a-r-b-o-u-r-i-n-g",0,0,1,0,0
"p-u-b-l-i-s-h-e-d",0,0,1,0,0
"s-u-n-d-a-y",0,0,1,0,0
"p-a-r-i-s-h",0,0,1,0,0
"c-h-u-r-c-h-s_cm",0,0,1,0,0
"a-c-q-u-a-i-n-t-e-d",0,0,2,0,0
"l-a-w-s_cm",0,0,1,0,0
"e-f-f-e-c-t-s_pt",0,0,1,0,0
"c-o-m-m-o-n-a-l-t-y",0,0,1,0,0
"g-e-n-e-s_mi",0,0,1,0,0
"r-a-l-s_cm",0,0,1,0,0
"i-g-n-o-r-a-n-c-e",0,0,1,0,0
"d-e-s-i-g-n-s_qo",0,0,1,0,0
"f-e-w",0,0,1,0,0
"l-a-w",0,0,1,0,0
"e-x-i-s-t-s-s_qo",0,0,1,0,0
"c-e-r-t-a-i-n",0,0,1,0,0
"b-r-i-n-g-i-n-g",0,0,1,0,0
"k-n-o-w-l-e-d-g-e-s_pt",0,0,1,0,0
"d-i-d",0,0,1,0,0
"o-n-c-e",0,0,1,0,0
"b-e-l-o-n-g",0,0,1,0,0
"d-e-s-e-r-t-e-d",0,0,1,0,0
"r-e-g-i-m-e-n-t-s",0,0,1,0,0
"d-r-a-u-g-h-s_mi",0,0,1,0,0
"t-e-d-s_cm",0,0,1,0,0
"g-l-a-d-l-y",0,0,1,0,0
"s_3-s_0-s_4-s_pt",0,0,1,0,0
"s-u-r-e",0,0,1,0,0
"i-d-e-m-n-i-t-y-s_pt",0,0,1,0,0
"i-n-t-i-m-a-t-e",0,0,1,0,0
"s-h-i-r-l-e-y-s_cm",0,0,1,0,0
"c-o-l-o-n-e-l-s",0,0,1,0,0
"r-e-g-i-m-e-n-t-s-s_cm",0,0,1,0,0
"u-s-s_qo",0,0,1,0,0
"d-a-r-e",0,0,1,0,0
"r-o-b-i-n-s-o-n",0,0,1,0,0
"e-s-q-u-i-r-e-s_cm",0,0,1,0,0
"s-p-e-a-k-e-r-s_pt",0,0,1,0,0
"m-e-r-c-e-r-s_cm",0,0,1,0,0
"c-o-m-p-t-s",0,0,1,0,0
"c-o-m-m-i-t-t-e-e-s_sq",0,0,1,0,0
"c-a-l-l",0,0,1,0,0
"p-o-u-n-d-s-s_cm",0,0,1,0,0
"b-e-l-i-e-v-e",0,0,1,0,0
"a-n-o-t-h-e-r",0,0,1,0,0
"o-f-f-e-r-s_sq",0,0,1,0,0
"d-e-m-a-n-d-s",0,0,1,0,0
"g-r-e-a-t-e-s-t-s_pt",0,0,1,0,0
"w-i-l-l-i-s_mi",0,0,1,0,0
"a-m-s-b-u-r-g-h-s_cm",0,0,1,0,0
"p-r-o-c-e-e-d",0,0,1,0,0
"w-i-n-c-h-e-s-s_mi",0,0,1,0,0
"t-e-r-s_sq",0,0,1,0,0
"p-e-a-c-e",0,0,1,0,0
"p-r-e-v-a-i-l-e-d",0,0,1,0,0
"i-m-m-e-d-i-a-t-e-s_mi",0,0,1,0,0
"l-y",0,0,1,0,0
"s-a-l-t-s_sq",0,0,1,0,0
"g-a-g-e",0,0,1,0,0
"c-o-u-l-d-s_cm",0,0,1,0,0
"a-r-r-i-v-a-l",0,0,1,0,0
"p-l-a-c-e-s_sq",0,0,1,0,0
"s-u-n-d-r-y",0,0,1,0,0
"t-r-o-o-p-s-s_pt",0,0,1,0,0
"v-e-s_s-s_mi",0,0,1,0,0
"s-e-l",0,0,1,0,0
"w-i-l-l-i-a-m-s-b-u-r-g-h",0,0,1,0,0
"d-a-y-s",0,0,1,0,0
"d-i-d-s_cm",0,0,1,0,0
"a-r-r-i-v-e-d-s_qo",0,0,1,0,0
"p-r-e-s_s-s",0,0,1,0,0
"r-e-t-u-r-n-e-d-s_cm",0,0,1,0,0
"s-h-i-r-l-e-y",0,0,1,0,0
"c-o-m-m-i-s_s-s-i-o-n-s",0,0,1,0,0
"f-i-e-l-d",0,0,1,0,0
"g-i-v-e-s",0,0,1,0,0
"c-o-n-c-e-r-n-s_sq",0,0,1,0,0
"f-e-a-r-i-n-g",0,0,1,0,0
"l-a-y",0,0,1,0,0
"u-s-e-l-e-s_s-s",0,0,1,0,0
